Date,adj_close_tsla,close_tsla,high_tsla,low_tsla,open_tsla,volume_tsla,SMA,EMA,CMA (OPEN)
3/27/2017,18.01466751,18.01466751,18.03800011,17.31666756,17.37333298,93462000,17.29666668,17.27154849,17.21000004
3/28/2017,18.49666786,18.49666786,18.71199989,18.33333206,18.46800041,119814000,17.45755556,17.49429724,17.92066669
3/29/2017,18.49200058,18.49200058,18.63999939,18.36933327,18.55599976,55143000,17.57111126,17.67569767,18.51200008
3/30/2017,18.52799988,18.52799988,18.79999924,18.48066711,18.5359993,62226000,17.69274097,17.83066155,18.54599953
3/31/2017,18.55333328,18.55333328,18.64533234,18.42133331,18.58200073,49419000,17.81407441,17.96205628,18.55900002
4/3/2017,19.90133286,19.90133286,19.93333244,18.97200012,19.12666702,208329000,18.16844474,18.31465167,18.85433388
4/4/2017,20.24666786,20.24666786,20.32066727,19.63533211,19.79266739,152019000,18.52911144,18.66592699,19.45966721
4/5/2017,19.66666794,19.66666794,20.32533264,19.61333275,20.13599968,118213500,18.8270376,18.84787971,19.96433353
4/6/2017,19.91333389,19.91333389,20.1293335,19.60666656,19.79199982,82809000,19.09029685,19.04159846,19.96399975
4/7/2017,20.1693325,20.1693325,20.17933273,19.80999947,19.83333206,68694000,19.32970407,19.24664081,19.81266594
4/10/2017,20.82600021,20.82600021,20.91533279,20.5806675,20.61000061,114967500,19.58851878,19.53379677,
4/11/2017,20.5806675,20.5806675,20.89800072,20.36666679,20.8920002,85869000,19.82059288,19.72413671,
4/12/2017,19.78933334,19.78933334,20.56333351,19.75466728,20.42266655,90760500,19.96074104,19.73599064,
4/13/2017,20.26666641,20.26666641,20.49266624,19.68666649,19.78000069,139269000,20.15111139,19.83247704,
4/17/2017,20.09600067,20.09600067,20.26666641,19.91200066,20.18000031,62080500,20.17274115,19.88039038,
4/18/2017,20.01666641,20.01666641,20.05599976,19.86000061,19.97999954,45535500,20.14718543,19.90516782,
4/19/2017,20.36800003,20.36800003,20.44133377,20.14066696,20.16399956,58470000,20.22511122,19.98931905,
4/20/2017,20.1673336,20.1673336,20.61000061,20.01533318,20.43400002,92241000,20.25333341,20.0216853,
4/21/2017,20.37333298,20.37333298,20.42666626,20.02799988,20.13333321,67647000,20.27600013,20.08562117,
4/24/2017,20.53533363,20.53533363,20.7033329,20.40133286,20.61466789,76252500,20.24370384,20.16738699,
4/25/2017,20.9193325,20.9193325,20.93199921,20.39066696,20.53333282,101065500,20.28133329,20.30410422,
4/26/2017,20.6779995,20.6779995,20.96666718,20.60000038,20.82466698,70425000,20.38007397,20.37208511,
4/27/2017,20.57533264,20.57533264,20.87266731,20.5,20.77933311,52029000,20.41437022,20.40903917,
4/28/2017,20.93799973,20.93799973,20.98666763,20.53333282,20.65533257,67582500,20.50792567,20.50521372,
5/1/2017,21.52199936,21.52199936,21.81666756,20.9873333,20.99200058,132444000,20.67518489,20.69008365,
5/2/2017,21.25933266,21.25933266,21.84399986,21.10400009,21.60000038,80742000,20.77422184,20.79358337,
5/3/2017,20.73466682,20.73466682,21.43533325,20.69666672,21.1779995,107001000,20.83725887,20.78287128,
5/4/2017,19.69733238,19.69733238,20.51799965,19.38400078,20.49600029,212280000,20.76214769,20.58550077,
5/5/2017,20.55666733,20.55666733,20.56999969,19.78666687,19.86666679,122659500,20.7645181,20.58025833,
5/8/2017,20.47933388,20.47933388,20.9193325,20.38800049,20.7266674,105097500,20.71562937,20.56190845,
5/9/2017,21.4173336,21.4173336,21.4659996,20.60666656,20.62533379,145147500,20.7977776,20.71744014,
5/10/2017,21.68133354,21.68133354,21.70000076,21.20800018,21.43733215,86124000,20.92066659,20.89269331,
5/11/2017,21.54000092,21.54000092,21.73333359,21.30666733,21.55999947,71307000,20.98755561,21.01038548,
5/12/2017,21.65399933,21.65399933,21.79999924,21.43533325,21.69866753,61824000,21.00222227,21.12740607,
5/15/2017,21.05866623,21.05866623,21.34666634,20.83533287,21.22533226,114330000,20.979926,21.11490793,
5/16/2017,21.13400078,21.13400078,21.33733368,21.00933266,21.17266655,62287500,21.02429644,21.11837935,
5/17/2017,20.40733337,20.40733337,20.97533226,20.36666679,20.95933342,100678500,21.10318544,20.98909839,
5/18/2017,20.8706665,20.8706665,20.92933273,20.35400009,20.46666718,84807000,21.13807424,20.96756534,
5/19/2017,20.72200012,20.72200012,21.10000038,20.68000031,21.03333282,70314000,21.16503716,20.92291717,
5/22/2017,20.69000053,20.69000053,20.95800018,20.4533329,20.85333252,64938000,21.08422237,20.88056873,
5/23/2017,20.25733376,20.25733376,20.71533394,20.23200035,20.69733238,64776000,20.92600017,20.76725339,
5/24/2017,20.68133354,20.68133354,20.73333359,20.36000061,20.43400002,75499500,20.83059269,20.75163162,
5/25/2017,21.12199974,21.12199974,21.1313324,20.52066612,20.73466682,75210000,20.77148162,20.81897121,
5/26/2017,21.6760006,21.6760006,21.69933319,21.08733368,21.15200043,117033000,20.84007433,20.97479458,
5/30/2017,22.34000015,22.34000015,22.41866684,21.71733284,21.73333359,116743500,20.97407426,21.22301353,
5/31/2017,22.73399925,22.73399925,22.85933304,22.34399986,22.5126667,149451000,21.23259269,21.49773793,
6/1/2017,22.69133377,22.69133377,22.99200058,22.48600006,22.93333244,114120000,21.43488905,21.71475514,
6/2/2017,22.65666771,22.65666771,22.85866737,22.39533234,22.65133286,83853000,21.64985212,21.8860118,
6/5/2017,23.1546669,23.1546669,23.22933388,22.28066635,22.56666756,101766000,21.92370394,22.11667613,
6/6/2017,23.5233326,23.5233326,23.9659996,22.66466713,22.97999954,166302000,22.2865927,22.3724316,
6/7/2017,23.9766674,23.9766674,24.03333282,23.6760006,23.75600052,140970000,22.6527409,22.66411054,
6/8/2017,24.66666794,24.66666794,24.79333305,24.01466751,24.25,135922500,23.04659292,23.02821152,
6/9/2017,23.82133293,23.82133293,25.12466621,23.65333366,24.96133232,258921000,23.28496318,23.17241527,
6/12/2017,23.93400002,23.93400002,24.29999924,23.37466621,23.86599922,157765500,23.46207428,23.31088509,
6/13/2017,25.06333351,25.06333351,25.06666756,24.4406662,24.50799942,177118500,23.7208892,23.62951175,
6/14/2017,25.37733269,25.37733269,25.61666679,25.08733368,25.40600014,192276000,24.01933352,23.94729706,
6/15/2017,25.02266693,25.02266693,25.03066635,24.43266678,24.83333206,156397500,24.28222232,24.14281866,
6/16/2017,24.76000023,24.76000023,25.20066643,24.67333221,25.19866753,100965000,24.46059269,24.25503338,
6/19/2017,24.65333366,24.65333366,25.11333275,24.52000046,25,98239500,24.58614837,24.32745154,
6/20/2017,24.81599998,24.81599998,25.25866699,24.64866638,25.11133385,111580500,24.67940754,24.41627844,
6/21/2017,25.09333229,25.09333229,25.13266754,24.53466606,24.95666695,73848000,24.72681469,24.53937902,
6/22/2017,25.50733376,25.50733376,25.66666794,24.9046669,25.19933319,112947000,24.91414812,24.71537061,
6/23/2017,25.56333351,25.56333351,25.79933357,25.29000092,25.49666786,96687000,25.09518517,24.86954553,
6/26/2017,25.16600037,25.16600037,25.7966671,24.87333298,25.77933311,99061500,25.1065926,24.92344636,
6/27/2017,24.15800095,24.15800095,25.09333229,24.13466644,25.09333229,104946000,24.9711113,24.7842746,
6/28/2017,24.74933243,24.74933243,24.78266716,24.16799927,24.44533348,94537500,24.9407408,24.77792149,
6/29/2017,24.04999924,24.04999924,24.73333359,23.60666656,24.70733261,123315000,24.8618518,24.64557212,
6/30/2017,24.10733223,24.10733223,24.45133209,23.9746666,24.24733353,87727500,24.80118497,24.54771042,
7/3/2017,23.50799942,23.50799942,24.75666618,23.43333244,24.68266678,94581000,24.65585158,24.35867224,
7/5/2017,21.80599976,21.80599976,23.14933205,21.75533295,23.14666748,255700500,24.29059241,23.89455044,
7/6/2017,20.58866692,20.58866692,21.38599968,20.42000008,21.15066719,289867500,23.74407387,23.29348131,
7/7/2017,20.8813324,20.8813324,21.13333321,20.49200058,20.89999962,212653500,23.22385152,22.85490922,
7/10/2017,21.06999969,21.06999969,21.19599915,20.20866776,20.86000061,207313500,22.76874034,22.53038054,
7/11/2017,21.81466675,21.81466675,21.81866646,20.9533329,21.06666756,173391000,22.50836987,22.40025089,
7/12/2017,21.96800041,21.96800041,22.20666695,21.63333321,22.02666664,155191500,22.19933298,22.32165997,
7/13/2017,21.56066704,21.56066704,22.10666656,21.33133316,22.00733376,128917500,21.92274051,22.18329776,
7/14/2017,21.85199928,21.85199928,21.89466667,21.41466713,21.54599953,84378000,21.67214796,22.12306173,
7/17/2017,21.30466652,21.30466652,21.80666733,20.89666748,21.70266724,148153500,21.4273332,21.97426275,
7/18/2017,21.88266754,21.88266754,21.94199944,21.04400063,21.16666794,95605500,21.43585184,21.95760909,
7/19/2017,21.68400002,21.68400002,22.11000061,21.54800034,21.88199997,95355000,21.55755552,21.90786204,
7/20/2017,21.99466705,21.99466705,22.01466751,21.61333275,21.79333305,77493000,21.68125937,21.92364475,
7/21/2017,21.89333344,21.89333344,22.08399963,21.71999931,21.9640007,73524000,21.77274089,21.91813361,
7/24/2017,22.83466721,22.83466721,22.89333344,22.00066757,22.01600075,129556500,21.88607428,22.08477591,
7/25/2017,22.63999939,22.63999939,23.04000092,22.27666664,23,104838000,21.96074083,22.18572554,
7/26/2017,22.92333221,22.92333221,23.03333282,22.54133224,22.6906662,72312000,22.11214807,22.31983571,
7/27/2017,22.29733276,22.29733276,23.16666794,21.75266647,23.06666756,124536000,22.16162957,22.31574427,
7/28/2017,22.33799934,22.33799934,22.63999939,22.1673336,22.45933342,73206000,22.27644433,22.31979064,
7/31/2017,21.56466675,21.56466675,22.76600075,21.40266609,22.36666679,128026500,22.24111091,22.18249552,
8/1/2017,21.30466652,21.30466652,21.62999916,21.07533264,21.53333282,124546500,22.19896274,22.02289041,
8/2/2017,21.72599983,21.72599983,21.80800056,20.74799919,21.2626667,196372500,22.16911083,21.96891036,
8/3/2017,23.13933372,23.13933372,23.33333206,22.87666702,23.02199936,203025000,22.3075553,22.18171439,
8/4/2017,23.79400063,23.79400063,23.81800079,22.88666725,23.13333321,139033500,22.41414791,22.47485705,
8/7/2017,23.6779995,23.6779995,23.96533394,23.51666641,23.82333374,94867500,22.52948125,22.69361001,
8/8/2017,24.34799957,24.34799957,24.5720005,23.82666779,23.83533287,111747000,22.68777763,22.99440781,
8/9/2017,24.23533249,24.23533249,24.66666794,23.93000031,24.06666756,103381500,22.90311093,23.22003025,
8/10/2017,23.69333267,23.69333267,24.44333267,23.6439991,24.10666656,106393500,23.05370352,23.30608515,
8/11/2017,23.8579998,23.8579998,24.08399963,23.57466698,23.79800034,65487000,23.3085183,23.40643317,
8/14/2017,24.25333214,24.25333214,24.5106678,24.17333221,24.30866623,67788000,23.63614782,23.56041465,
8/15/2017,24.15533257,24.15533257,24.36599922,23.95800018,24.34666634,46276500,23.90607368,23.66858143,
8/16/2017,24.19400024,24.19400024,24.43333244,24.16799927,24.20000076,51207000,24.02325885,23.76411203,
8/17/2017,23.46133232,23.46133232,24.21999931,23.43933296,24.0806675,75415500,23.9862957,23.70906123,
8/18/2017,23.16399956,23.16399956,23.60000038,23.05333328,23.52733231,81123000,23.9291846,23.60995921,
8/21/2017,22.52400017,22.52400017,23.05466652,22.12333298,23.05466652,97431000,23.726518,23.41251231,
8/22/2017,22.75666618,22.75666618,22.81599998,22.49133301,22.74200058,64830000,23.56222174,23.29326768,
8/23/2017,23.51799965,23.51799965,23.56599998,22.55333328,22.59933281,74317500,23.54274029,23.33412799,
8/24/2017,23.52866745,23.52866745,23.77733231,23.31599998,23.50133324,68770500,23.50614781,23.36949877,
8/25/2017,23.2033329,23.2033329,23.71266747,23.15333366,23.61599922,52260000,23.38948123,23.33928682,
8/28/2017,23.04400063,23.04400063,23.15666771,22.64800072,23.15200043,56460000,23.2659999,23.28559848,
8/29/2017,23.15733337,23.15733337,23.27000046,22.58333206,22.63199997,61105500,23.15081469,23.26227757,
8/30/2017,23.54533386,23.54533386,23.56466675,23.13333321,23.3113327,51193500,23.1601482,23.3137423,
8/31/2017,23.7266674,23.7266674,23.89599991,23.52133369,23.56999969,61092000,23.22266685,23.38881952,
9/1/2017,23.69333267,23.69333267,23.83933258,23.57933235,23.74133301,45742500,23.35259268,23.44418549,
9/5/2017,23.30599976,23.30599976,23.69933319,23.0593338,23.58666611,57526500,23.41362974,23.41906084,
9/6/2017,22.96866608,22.96866608,23.39866638,22.77066612,23.29999924,61371000,23.35259268,23.33717096,
9/7/2017,23.37400055,23.37400055,23.49866676,22.89666748,23.06533241,63588000,23.33540747,23.34386724,
9/8/2017,22.89333344,22.89333344,23.31866646,22.81999969,23.26600075,48952500,23.30096308,23.26195209,
9/11/2017,24.24600029,24.24600029,24.24733353,23.33333206,23.42333221,115006500,23.4345186,23.44086976,
9/12/2017,24.18333244,24.18333244,24.58399963,24.02666664,24.29933357,89593500,23.5485185,23.57586284,
9/13/2017,24.41533279,24.41533279,24.53800011,23.97266769,24.25466728,62778000,23.64518505,23.72849359,
9/14/2017,25.1760006,25.1760006,25.19733238,24.17533302,24.28866768,108037500,23.80622207,23.99167642,
9/15/2017,25.32066727,25.32066727,25.33333206,24.84666634,24.96733284,81307500,23.98703702,24.23331088,
9/18/2017,25.66666794,25.66666794,25.97400093,25.17866707,25.35000038,107820000,24.24933349,24.49392099,
9/19/2017,25.00666618,25.00666618,25.49266624,24.9046669,25.33333206,96778500,24.47577794,24.5871473,
9/20/2017,24.92733383,24.92733383,25.21666718,24.73800087,24.86666679,73786500,24.64837053,24.64899933,
9/21/2017,24.43199921,24.43199921,25.12199974,24.30066681,24.99333382,69273000,24.81933339,24.6095448,
9/22/2017,23.40600014,23.40600014,24.65999985,23.3920002,24.43266678,122391000,24.72600004,24.39071872,
9/25/2017,22.99933243,22.99933243,23.83133316,22.85866737,23.54333305,114088500,24.59444449,24.13773965,
9/26/2017,23.01666641,23.01666641,23.41600037,22.7266674,23.39533234,107344500,24.43903711,23.93390835,
9/27/2017,22.73133278,22.73133278,23.43266678,22.70000076,23.32666779,90904500,24.16740735,23.71525847,
9/28/2017,22.63999939,22.63999939,22.85000038,22.36000061,22.65866661,79794000,23.86955537,23.51975701,
9/29/2017,22.73999977,22.73999977,22.97866631,22.57333374,22.79066658,76606500,23.54437002,23.37798311,
10/2/2017,22.76866722,22.76866722,22.91333389,22.36733246,22.83466721,79302000,23.29570346,23.26719851,
10/3/2017,23.20933342,23.20933342,23.23666763,22.08533287,22.39333344,152304000,23.10481453,23.2566776,
10/4/2017,23.6673336,23.6673336,23.90800095,23.30666733,23.41666794,122452500,23.01985168,23.33134225,
10/5/2017,23.6886673,23.6886673,23.82933235,23.42333221,23.73333359,62575500,23.05125915,23.39631038,
10/6/2017,23.79199982,23.79199982,24.00666618,23.48333359,23.54000092,64462500,23.1393333,23.46825384,
10/9/2017,22.86266708,22.86266708,23.45000076,22.84466743,23.30999947,112405500,23.12222226,23.35814727,
10/10/2017,23.70599937,23.70599937,23.70866776,23.03533363,23.12000084,104677500,23.23051855,23.42139304,
10/11/2017,23.63999939,23.63999939,23.84000015,23.40999985,23.59266663,67512000,23.34162966,23.46113961,
10/12/2017,23.71199989,23.71199989,23.98533249,23.50933266,23.53000069,61305000,23.44962968,23.50675053,
10/13/2017,23.70466614,23.70466614,23.89933205,23.57866669,23.79866791,53107500,23.55362956,23.54273515,
10/16/2017,23.37333298,23.37333298,23.63199997,23.1439991,23.58399963,80632500,23.57185173,23.51193478,
10/17/2017,23.71666718,23.71666718,23.74799919,23.33799934,23.3939991,49399500,23.57733324,23.54915882,
10/18/2017,23.9766674,23.9766674,24.20000076,23.60866737,23.73133278,74086500,23.60933325,23.62688757,
10/19/2017,23.45400047,23.45400047,23.80999947,23.21333313,23.70400047,75927000,23.57177777,23.59545359,
10/20/2017,23.00666618,23.00666618,23.63666725,22.95599937,23.5126667,73956000,23.58777767,23.48840144,
10/23/2017,22.46800041,22.46800041,23.32999992,22.41666794,23.32533264,86209500,23.45022223,23.30287416,
10/24/2017,22.4893322,22.4893322,22.85333252,22.41066742,22.58666611,67375500,23.32237032,23.15495759,
10/25/2017,21.72266769,21.72266769,22.5,21.57066727,22.44666672,128911500,23.10133341,22.89454151,
10/26/2017,21.74466705,21.74466705,22.01533318,21.5466671,21.85199928,75352500,22.88355573,22.68547363,
10/27/2017,21.39133263,21.39133263,21.63933372,21.11066628,21.31666756,104695500,22.66333347,22.4501755,
10/30/2017,21.33866692,21.33866692,21.58533287,21.14999962,21.27866745,63816000,22.39911122,22.24808324,
10/31/2017,22.10199928,22.10199928,22.12999916,21.3453331,21.34866714,85084500,22.19081476,22.22152254,
11/1/2017,21.40533257,21.40533257,22.17399979,21.35066795,22.14999962,126859500,21.96318499,22.07312451,
11/2/2017,19.95066643,19.95066643,20.57933235,19.50866699,20.00866699,296871000,21.62362946,21.68722343,
11/3/2017,20.40600014,20.40600014,20.41666794,19.67533302,19.96666718,133410000,21.39451832,21.45427397,
11/6/2017,20.18533325,20.18533325,20.5,19.93400002,20.46666718,97290000,21.13851844,21.22355771,
11/7/2017,20.40333366,20.40333366,20.43333244,20.00200081,20.06800079,79414500,20.99192577,21.07442621,
11/8/2017,20.29266739,20.29266739,20.45933342,20.08666611,20.36666679,70879500,20.83059247,20.93228839,
11/9/2017,20.19933319,20.19933319,20.29733276,19.75333214,20.16666794,81706500,20.69814809,20.79902394,
11/10/2017,20.19933319,20.19933319,20.55733299,20.12333298,20.16666794,69381000,20.57155546,20.68998937,
11/13/2017,21.02666664,21.02666664,21.12000084,19.9406662,20.00866699,113773500,20.45207405,20.75120336,
11/14/2017,20.57999992,20.57999992,21.09000015,20.45999908,21,85141500,20.36037042,20.72007549,
11/15/2017,20.75333214,20.75333214,20.8326664,20.10000038,20.40066719,89680500,20.4495555,20.72612215,
11/16/2017,20.83333206,20.83333206,21.20933342,20.75333214,20.93266678,87331500,20.49703683,20.74561484,
11/17/2017,21.00333214,21.00333214,21.77799988,20.87666702,21.71133232,206026500,20.58792559,20.79247248,
11/20/2017,20.5826664,20.5826664,21.03333282,20.31666756,20.9193325,123715500,20.60785145,20.75432596,
11/21/2017,21.18733215,21.18733215,21.21533394,20.5806675,20.72400093,108919500,20.70725865,20.83305428,
11/22/2017,20.84000015,20.84000015,21.16133308,20.78933334,21.11800003,73764000,20.77844387,20.83431716,
11/24/2017,21.03666687,21.03666687,21.09399986,20.73333359,20.9193325,48661500,20.87148094,20.87110798,
11/27/2017,21.1206665,21.1206665,21.15600014,20.63400078,20.88333321,68338500,20.88192537,20.91648221,
11/28/2017,21.17000008,21.17000008,21.33333206,20.9279995,21.09066772,74242500,20.94748094,20.96257633,
11/29/2017,20.50266647,20.50266647,21.20000076,20.08200073,21.15333366,131511000,20.9196292,20.87895644,
11/30/2017,20.59000015,20.59000015,20.71333313,20.30266762,20.57066727,65274000,20.89259232,20.82641898,
12/1/2017,20.43533325,20.43533325,20.68799973,20.33666611,20.36266708,64393500,20.82948134,20.75531256,
12/4/2017,20.34666634,20.34666634,20.55133247,20.04066658,20.43333244,87526500,20.80325911,20.68101332,
12/5/2017,20.24666786,20.24666786,20.53333282,20.06666756,20.13333321,69697500,20.69874085,20.6020415,
12/6/2017,20.88400078,20.88400078,20.89266777,20,20.00666618,107929500,20.70362981,20.65330677,
12/7/2017,20.74933243,20.74933243,21.24200058,20.73666763,20.79999924,71709000,20.67170376,20.67076596,
12/8/2017,21.00866699,21.00866699,21.13199997,20.75066757,20.97333336,52027500,20.65925937,20.73220245,
12/11/2017,21.92733383,21.92733383,21.93400002,20.91666794,20.97533226,119070000,20.74340757,20.94949885,
12/12/2017,22.73533249,22.73533249,22.7626667,22.00200081,22.03000069,130998000,20.99148157,21.27419555,
12/13/2017,22.60199928,22.60199928,22.94799995,22.43333244,22.72866631,93322500,21.21503703,21.51561417,
12/14/2017,22.52599907,22.52599907,23.16266632,22.45999908,22.73399925,86998500,21.44733323,21.69932033,
12/15/2017,22.89666748,22.89666748,22.92666626,22.38400078,22.80266762,103998000,21.73066669,21.91701959,
12/18/2017,22.59133339,22.59133339,23.11533356,22.50533295,22.99333382,82143000,21.99118508,22.03962198,
12/19/2017,22.07333374,22.07333374,22.76600075,22.02000046,22.68400002,102375000,22.12333319,22.04575139,
12/20/2017,21.93199921,21.93199921,22.20666695,21.6693325,22.17933273,89307000,22.25474061,22.02506919,
12/21/2017,22.11066628,22.11066628,22.24933243,21.81399918,21.97266769,65778000,22.37718497,22.04063228,
12/22/2017,21.68000031,21.68000031,22.0613327,21.6546669,21.96733284,63237000,22.34970347,21.9750629,
12/26/2017,21.15266609,21.15266609,21.59600067,21.10533333,21.58866692,65676000,22.17385165,21.82553635,
12/27/2017,20.77599907,20.77599907,21.17866707,20.71666718,21.06666756,70681500,21.97096274,21.63471158,
12/28/2017,21.02400017,21.02400017,21.05466652,20.63599968,20.78333282,64744500,21.80407397,21.52367326,
12/29/2017,20.75666618,20.75666618,21.09399986,20.66666794,21.07866669,56658000,21.56629605,21.38421756,
1/2/2018,21.3686676,21.3686676,21.47400093,20.73333359,20.79999924,65283000,21.43044429,21.3813903,
